Fp,Block,Trial,Stimulus,Cue1_English,Cue2_English,Criterium_English,Response_as numeric output,condition,response_raw,Experiment
151,2,38,12,Average,Average,Normal,50,3,Normal,1
151,2,39,11,Average,A little,Normal,40,3,Somewhat low,1
151,2,40,21,Very much,Average,Normal,50,3,Normal,1
151,2,41,7,A little,Average,Normal,30,3,Low,1
151,2,42,18,A lot,A lot,Somewhat high,60,3,Somewhat high,1
151,2,43,20,Very much,A little,Low,40,3,Somewhat low,1
151,2,44,1,Very little,A little,High,70,3,High,1
151,2,45,22,Very much,A lot,High,70,3,High,1
151,2,46,4,Very little,Very much,Extremely low,30,3,Low,1
151,3,47,2,Very little,Average,Normal,40,3,Somewhat low,1
151,3,48,8,A little,A lot,Somewhat low,40,3,Somewhat low,1
151,3,49,7,A little,Average,Normal,50,3,Normal,1
151,3,50,23,Very much,Very much,Extremely high,90,3,Extremely high,1
151,3,51,12,Average,Average,Normal,50,3,Normal,1
151,3,52,17,A lot,Average,Normal,60,3,Somewhat high,1
151,3,53,1,Very little,A little,High,60,3,Somewhat high,1
151,3,54,4,Very little,Very much,Extremely low,30,3,Low,1
151,3,55,6,A little,A little,Somewhat high,70,3,High,1
151,3,56,15,A lot,Very little,Low,40,3,Somewhat low,1
151,3,57,9,A little,Very much,Low,30,3,Low,1
151,3,58,10,Average,Very little,Normal,50,3,Normal,1
151,3,59,19,A lot,Very much,High,70,3,High,1
151,3,60,18,A lot,A lot,Somewhat high,70,3,High,1
151,3,61,22,Very much,A lot,High,70,3,High,1
151,3,62,13,Average,A lot,Normal,50,3,Normal,1
151,3,63,20,Very much,A little,Low,40,3,Somewhat low,1
151,3,64,11,Average,A little,Normal,50,3,Normal,1
151,3,65,3,Very little,A lot,Low,30,3,Low,1
151,3,66,14,Average,Very much,Normal,50,3,Normal,1
151,3,67,5,A little,Very little,High,70,3,High,1
151,3,68,16,A lot,A little,Somewhat low,40,3,Somewhat low,1
151,3,69,21,Very much,Average,Normal,60,3,Somewhat high,1
151,4,70,22,Very much,A lot,High,70,3,High,1
151,4,71,16,A lot,A little,Somewhat low,30,3,Low,1
151,4,72,18,A lot,A lot,Somewhat high,70,3,High,1
151,4,73,8,A little,A lot,Somewhat low,40,3,Somewhat low,1
151,4,74,10,Average,Very little,Normal,50,3,Normal,1
151,4,75,3,Very little,A lot,Low,30,3,Low,1
151,4,76,6,A little,A little,Somewhat high,70,3,High,1
151,4,77,9,A little,Very much,Low,30,3,Low,1
151,4,78,12,Average,Average,Normal,50,3,Normal,1
151,4,79,1,Very little,A little,High,70,3,High,1
151,4,80,4,Very little,Very much,Extremely low,30,3,Low,1
151,4,81,15,A lot,Very little,Low,30,3,Low,1
151,4,82,20,Very much,A little,Low,40,3,Somewhat low,1
151,4,83,19,A lot,Very much,High,70,3,High,1
151,4,84,21,Very much,Average,Normal,50,3,Normal,1
151,4,85,23,Very much,Very much,Extremely high,90,3,Extremely high,1
151,4,86,5,A little,Very little,High,70,3,High,1
151,4,87,11,Average,A little,Normal,50,3,Normal,1
151,4,88,14,Average,Very much,Normal,50,3,Normal,1
151,4,89,7,A little,Average,Normal,30,3,Low,1
151,4,90,17,A lot,Average,Normal,50,3,Normal,1
151,4,91,2,Very little,Average,Normal,50,3,Normal,1
151,4,92,13,Average,A lot,Normal,50,3,Normal,1
151,5,93,16,A lot,A little,Somewhat low,30,3,Low,1
151,5,94,3,Very little,A lot,Low,40,3,Somewhat low,1
151,5,95,13,Average,A lot,Normal,50,3,Normal,1
151,5,96,17,A lot,Average,Normal,50,3,Normal,1
151,5,97,5,A little,Very little,High,70,3,High,1
151,5,98,19,A lot,Very much,High,70,3,High,1
151,5,99,15,A lot,Very little,Low,30,3,Low,1
151,5,100,1,Very little,A little,High,70,3,High,1
151,5,101,12,Average,Average,Normal,50,3,Normal,1
151,5,102,20,Very much,A little,Low,30,3,Low,1
151,5,103,14,Average,Very much,Normal,50,3,Normal,1
151,5,104,18,A lot,A lot,Somewhat high,60,3,Somewhat high,1
151,5,105,8,A little,A lot,Somewhat low,30,3,Low,1
151,5,106,21,Very much,Average,Normal,50,3,Normal,1
151,5,107,10,Average,Very little,Normal,50,3,Normal,1
151,5,108,6,A little,A little,Somewhat high,60,3,Somewhat high,1
151,5,109,23,Very much,Very much,Extremely high,90,3,Extremely high,1
151,5,110,2,Very little,Average,Normal,40,3,Somewhat low,1
151,5,111,7,A little,Average,Normal,50,3,Normal,1
151,5,112,9,A little,Very much,Low,40,3,Somewhat low,1
151,5,113,4,Very little,Very much,Extremely low,10,3,Extremely low,1
151,5,114,22,Very much,A lot,High,70,3,High,1
151,5,115,11,Average,A little,Normal,50,3,Normal,1
151,6,116,21,Very much,Average,Normal,50,3,Normal,1
151,6,117,19,A lot,Very much,High,70,3,High,1
151,6,118,15,A lot,Very little,Low,40,3,Somewhat low,1
151,6,119,2,Very little,Average,Normal,50,3,Normal,1
151,6,120,18,A lot,A lot,Somewhat high,60,3,Somewhat high,1
151,6,121,13,Average,A lot,Normal,50,3,Normal,1
151,6,122,16,A lot,A little,Somewhat low,40,3,Somewhat low,1
151,6,123,3,Very little,A lot,Low,30,3,Low,1
151,6,124,5,A little,Very little,High,70,3,High,1
151,6,125,22,Very much,A lot,High,70,3,High,1
151,6,126,1,Very little,A little,High,70,3,High,1
151,6,127,6,A little,A little,Somewhat high,70,3,High,1
151,6,128,9,A little,Very much,Low,30,3,Low,1
151,6,129,11,Average,A little,Normal,50,3,Normal,1
151,6,130,7,A little,Average,Normal,50,3,Normal,1
151,6,131,4,Very little,Very much,Extremely low,10,3,Extremely low,1
151,6,132,17,A lot,Average,Normal,50,3,Normal,1
151,6,133,12,Average,Average,Normal,50,3,Normal,1
151,6,134,8,A little,A lot,Somewhat low,40,3,Somewhat low,1
151,6,135,10,Average,Very little,Normal,50,3,Normal,1
151,6,136,23,Very much,Very much,Extremely high,90,3,Extremely high,1
151,6,137,20,Very much,A little,Low,40,3,Somewhat low,1
151,6,138,14,Average,Very much,Normal,50,3,Normal,1
151,7,139,7,A little,Average,Normal,50,3,Normal,1
151,7,140,14,Average,Very much,Normal,50,3,Normal,1
151,7,141,20,Very much,A little,Low,30,3,Low,1
151,7,142,21,Very much,Average,Normal,50,3,Normal,1
151,7,143,19,A lot,Very much,High,60,3,Somewhat high,1
151,7,144,15,A lot,Very little,Low,40,3,Somewhat low,1
151,7,145,8,A little,A lot,Somewhat low,40,3,Somewhat low,1
151,7,146,11,Average,A little,Normal,50,3,Normal,1
151,7,147,4,Very little,Very much,Extremely low,10,3,Extremely low,1
151,7,148,6,A little,A little,Somewhat high,60,3,Somewhat high,1
151,7,149,12,Average,Average,Normal,50,3,Normal,1
151,7,150,5,A little,Very little,High,70,3,High,1
151,7,151,3,Very little,A lot,Low,30,3,Low,1
151,7,152,10,Average,Very little,Normal,50,3,Normal,1
151,7,153,1,Very little,A little,High,70,3,High,1
151,7,154,9,A little,Very much,Low,30,3,Low,1
151,7,155,17,A lot,Average,Normal,50,3,Normal,1
151,7,156,16,A lot,A little,Somewhat low,40,3,Somewhat low,1
151,7,157,2,Very little,Average,Normal,50,3,Normal,1
151,7,158,18,A lot,A lot,Somewhat high,60,3,Somewhat high,1
151,7,159,22,Very much,A lot,High,70,3,High,1
151,7,160,23,Very much,Very much,Extremely high,90,3,Extremely high,1
151,7,161,13,Average,A lot,Normal,50,3,Normal,1
151,8,162,2,Very little,Average,Normal,50,3,Normal,1
151,8,163,13,Average,A lot,Normal,50,3,Normal,1
151,8,164,6,A little,A little,Somewhat high,60,3,Somewhat high,1
151,8,165,12,Average,Average,Normal,50,3,Normal,1
151,8,166,16,A lot,A little,Somewhat low,40,3,Somewhat low,1
151,8,167,10,Average,Very little,Normal,50,3,Normal,1
151,8,168,23,Very much,Very much,Extremely high,90,3,Extremely high,1
151,8,169,21,Very much,Average,Normal,50,3,Normal,1
151,8,170,8,A little,A lot,Somewhat low,40,3,Somewhat low,1
151,8,171,20,Very much,A little,Low,40,3,Somewhat low,1
151,8,172,7,A little,Average,Normal,50,3,Normal,1
151,8,173,3,Very little,A lot,Low,30,3,Low,1
151,8,174,15,A lot,Very little,Low,30,3,Low,1
151,8,175,22,Very much,A lot,High,70,3,High,1
151,8,176,14,Average,Very much,Normal,50,3,Normal,1
151,8,177,4,Very little,Very much,Extremely low,10,3,Extremely low,1
151,8,178,11,Average,A little,Normal,50,3,Normal,1
151,8,179,17,A lot,Average,Normal,50,3,Normal,1
151,8,180,9,A little,Very much,Low,40,3,Somewhat low,1
151,8,181,19,A lot,Very much,High,70,3,High,1
151,8,182,18,A lot,A lot,Somewhat high,60,3,Somewhat high,1
151,8,183,1,Very little,A little,High,70,3,High,1
151,8,184,5,A little,Very little,High,70,3,High,1
151,9,185,8,A little,A lot,Somewhat low,40,3,Somewhat low,1
151,9,186,5,A little,Very little,High,70,3,High,1
151,9,187,16,A lot,A little,Somewhat low,40,3,Somewhat low,1
151,9,188,23,Very much,Very much,Extremely high,90,3,Extremely high,1
151,9,189,10,Average,Very little,Normal,50,3,Normal,1
151,9,190,14,Average,Very much,Normal,50,3,Normal,1
151,9,191,18,A lot,A lot,Somewhat high,60,3,Somewhat high,1
151,9,192,7,A little,Average,Normal,50,3,Normal,1
151,9,193,15,A lot,Very little,Low,30,3,Low,1
151,9,194,12,Average,Average,Normal,50,3,Normal,1
151,9,195,21,Very much,Average,Normal,50,3,Normal,1
151,9,196,11,Average,A little,Normal,50,3,Normal,1
151,9,197,22,Very much,A lot,High,60,3,Somewhat high,1
151,9,198,4,Very little,Very much,Extremely low,10,3,Extremely low,1
151,9,199,2,Very little,Average,Normal,50,3,Normal,1
151,9,200,20,Very much,A little,Low,40,3,Somewhat low,1
151,9,201,19,A lot,Very much,High,70,3,High,1
151,9,202,9,A little,Very much,Low,30,3,Low,1
151,9,203,6,A little,A little,Somewhat high,60,3,Somewhat high,1
151,9,204,1,Very little,A little,High,70,3,High,1
151,9,205,3,Very little,A lot,Low,30,3,Low,1
151,9,206,13,Average,A lot,Normal,50,3,Normal,1
151,9,207,17,A lot,Average,Normal,50,3,Normal,1
151,10,208,10,Average,Very little,Normal,50,3,Normal,1
151,10,209,9,A little,Very much,Low,30,3,Low,1
151,10,210,14,Average,Very much,Normal,50,3,Normal,1
151,10,211,3,Very little,A lot,Low,30,3,Low,1
151,10,212,13,Average,A lot,Normal,50,3,Normal,1
151,10,213,2,Very little,Average,Normal,50,3,Normal,1
151,10,214,5,A little,Very little,High,70,3,High,1
151,10,215,15,A lot,Very little,Low,30,3,Low,1
151,10,216,4,Very little,Very much,Extremely low,10,3,Extremely low,1
151,10,217,19,A lot,Very much,High,60,3,Somewhat high,1
151,10,218,18,A lot,A lot,Somewhat high,60,3,Somewhat high,1
151,10,219,1,Very little,A little,High,70,3,High,1
151,10,220,7,A little,Average,Normal,50,3,Normal,1
151,10,221,12,Average,Average,Normal,50,3,Normal,1
151,10,222,23,Very much,Very much,Extremely high,90,3,Extremely high,1
151,10,223,17,A lot,Average,Normal,50,3,Normal,1
151,10,224,21,Very much,Average,Normal,50,3,Normal,1
151,10,225,20,Very much,A little,Low,30,3,Low,1
151,10,226,11,Average,A little,Normal,50,3,Normal,1
151,10,227,8,A little,A lot,Somewhat low,40,3,Somewhat low,1
151,10,228,22,Very much,A lot,High,70,3,High,1
151,10,229,6,A little,A little,Somewhat high,70,3,High,1
151,10,230,16,A lot,A little,Somewhat low,40,3,Somewhat low,1
151,11,1,22,Very much,A little,Low,40,3,Somewhat low,1
151,11,2,6,A little,Very little,High,70,3,High,1
151,11,3,5,Very little,Very much,Extremely low,10,3,Extremely low,1
151,11,4,15,Average,Very much,Normal,50,3,Normal,1
151,11,5,2,Very little,A little,High,70,3,High,1
151,11,6,9,A little,A lot,Somewhat low,40,3,Somewhat low,1
151,11,7,19,A lot,A lot,Somewhat high,60,3,Somewhat high,1
151,11,8,24,Very much,A lot,High,70,3,High,1
151,11,9,25,Very much,Very much,Extremely high,90,3,Extremely high,1
151,11,10,16,A lot,Very little,Low,40,3,Somewhat low,1
151,11,11,14,Average,A lot,Normal,50,3,Normal,1
151,11,12,18,A lot,Average,Normal,50,3,Normal,1
151,11,13,3,Very little,Average,Normal,50,3,Normal,1
151,11,14,8,A little,Average,Normal,50,3,Normal,1
151,11,15,23,Very much,Average,Normal,50,3,Normal,1
151,11,16,10,A little,Very much,Low,30,3,Low,1
151,11,17,12,Average,A little,Normal,50,3,Normal,1
151,11,18,11,Average,Very little,Normal,50,3,Normal,1
151,11,19,4,Very little,A lot,Low,30,3,Low,1
151,11,20,17,A lot,A little,Somewhat low,40,3,Somewhat low,1
151,11,21,7,A little,A little,Somewhat high,40,3,Somewhat low,1
151,11,22,13,Average,Average,Normal,50,3,Normal,1
151,11,23,20,A lot,Very much,High,70,3,High,1
151,11,24,1,Very little,Very little,Extremely high,90,3,Extremely high,1
151,11,25,21,Very much,Very little,Extremely low,30,3,Low,1
151,12,26,13,Average,Average,Normal,50,3,Normal,1
151,12,27,16,A lot,Very little,Low,30,3,Low,1
151,12,28,10,A little,Very much,Low,40,3,Somewhat low,1
151,12,29,20,A lot,Very much,High,70,3,High,1
151,12,30,19,A lot,A lot,Somewhat high,60,3,Somewhat high,1
151,12,31,18,A lot,Average,Normal,50,3,Normal,1
151,12,32,23,Very much,Average,Normal,50,3,Normal,1
151,12,33,25,Very much,Very much,Extremely high,70,3,High,1
151,12,34,1,Very little,Very little,Extremely high,90,3,Extremely high,1
151,12,35,11,Average,Very little,Normal,50,3,Normal,1
151,12,36,12,Average,A little,Normal,50,3,Normal,1
151,12,37,14,Average,A lot,Normal,50,3,Normal,1
151,12,38,5,Very little,Very much,Extremely low,10,3,Extremely low,1
151,12,39,4,Very little,A lot,Low,30,3,Low,1
151,12,40,15,Average,Very much,Normal,50,3,Normal,1
151,12,41,17,A lot,A little,Somewhat low,40,3,Somewhat low,1
151,12,42,6,A little,Very little,High,70,3,High,1
151,12,43,22,Very much,A little,Low,40,3,Somewhat low,1
151,12,44,24,Very much,A lot,High,70,3,High,1
151,12,45,3,Very little,Average,Normal,50,3,Normal,1
151,12,46,7,A little,A little,Somewhat high,60,3,Somewhat high,1
151,12,47,8,A little,Average,Normal,50,3,Normal,1
151,12,48,21,Very much,Very little,Extremely low,30,3,Low,1
151,12,49,9,A little,A lot,Somewhat low,40,3,Somewhat low,1
151,12,50,2,Very little,A little,High,70,3,High,1
152,1,1,11,3,2,50,50,4,50,1
152,1,2,14,3,5,50,80,4,80,1
152,1,3,17,4,3,50,50,4,50,1
152,1,4,3,1,4,30,50,4,50,1
152,1,5,13,3,4,50,10,4,10,1
152,1,6,21,5,3,50,50,4,50,1
152,1,7,9,2,5,30,70,4,70,1
152,1,8,7,2,3,50,50,4,50,1
152,1,9,1,1,2,70,70,4,70,1
152,1,10,22,5,4,70,40,4,40,1
152,1,11,8,2,4,40,40,4,40,1
152,1,12,23,5,5,90,50,4,50,1
152,1,13,10,3,1,50,70,4,70,1
152,1,14,5,2,1,70,90,4,90,1
152,1,15,12,3,3,50,50,4,50,1
152,1,16,4,1,5,10,40,4,40,1
152,1,17,19,4,5,70,10,4,10,1
152,1,18,2,1,3,50,50,4,50,1
152,1,19,16,4,2,40,70,4,70,1
152,1,20,15,4,1,30,60,4,60,1
152,1,21,6,2,2,60,30,4,30,1
152,1,22,18,4,4,60,70,4,70,1
152,1,23,20,5,2,30,80,4,80,1
152,2,24,5,2,1,70,10,4,10,1
152,2,25,12,3,3,50,50,4,50,1
152,2,26,9,2,5,30,30,4,30,1
152,2,27,7,2,3,50,50,4,50,1
152,2,28,21,5,3,50,50,4,50,1
152,2,29,3,1,4,30,10,4,10,1
152,2,30,16,4,2,40,90,4,90,1
152,2,31,22,5,4,70,50,4,50,1
152,2,32,20,5,2,30,30,4,30,1
152,2,33,11,3,2,50,30,4,30,1
152,2,34,8,2,4,40,70,4,70,1
152,2,35,17,4,3,50,50,4,50,1
152,2,36,13,3,4,50,30,4,30,1
152,2,37,14,3,5,50,50,4,50,1
152,2,38,18,4,4,60,70,4,70,1
152,2,39,2,1,3,50,50,4,50,1
152,2,40,23,5,5,90,40,4,40,1
152,2,41,19,4,5,70,40,4,40,1
152,2,42,6,2,2,60,30,4,30,1
152,2,43,15,4,1,30,50,4,50,1
152,2,44,10,3,1,50,50,4,50,1
152,2,45,1,1,2,70,90,4,90,1
152,2,46,4,1,5,10,70,4,70,1
152,3,47,16,4,2,40,40,4,40,1
152,3,48,3,1,4,30,60,4,60,1
152,3,49,8,2,4,40,40,4,40,1
152,3,50,4,1,5,10,30,4,30,1
152,3,51,13,3,4,50,50,4,50,1
152,3,52,6,2,2,60,90,4,90,1
152,3,53,10,3,1,50,50,4,50,1
152,3,54,12,3,3,50,50,4,50,1
152,3,55,1,1,2,70,30,4,30,1
152,3,56,7,2,3,50,50,4,50,1
152,3,57,19,4,5,70,20,4,20,1
152,3,58,11,3,2,50,50,4,50,1
152,3,59,14,3,5,50,50,4,50,1
152,3,60,17,4,3,50,50,4,50,1
152,3,61,15,4,1,30,80,4,80,1
152,3,62,23,5,5,90,90,4,90,1
152,3,63,21,5,3,50,50,4,50,1
152,3,64,22,5,4,70,70,4,70,1
152,3,65,5,2,1,70,70,4,70,1
152,3,66,9,2,5,30,30,4,30,1
152,3,67,2,1,3,50,50,4,50,1
152,3,68,18,4,4,60,60,4,60,1
152,3,69,20,5,2,30,80,4,80,1
152,4,70,5,2,1,70,80,4,80,1
152,4,71,22,5,4,70,70,4,70,1
152,4,72,9,2,5,30,30,4,30,1
152,4,73,19,4,5,70,70,4,70,1
152,4,74,1,1,2,70,70,4,70,1
152,4,75,17,4,3,50,50,4,50,1
152,4,76,8,2,4,40,20,4,20,1
152,4,77,2,1,3,50,50,4,50,1
152,4,78,20,5,2,30,70,4,70,1
152,4,79,7,2,3,50,50,4,50,1
152,4,80,11,3,2,50,50,4,50,1
152,4,81,21,5,3,50,50,4,50,1
152,4,82,14,3,5,50,50,4,50,1
152,4,83,12,3,3,50,50,4,50,1
152,4,84,23,5,5,90,90,4,90,1
152,4,85,4,1,5,10,90,4,90,1
152,4,86,6,2,2,60,70,4,70,1
152,4,87,10,3,1,50,50,4,50,1
152,4,88,13,3,4,50,50,4,50,1
152,4,89,16,4,2,40,40,4,40,1
152,4,90,15,4,1,30,50,4,50,1
152,4,91,18,4,4,60,60,4,60,1
152,4,92,3,1,4,30,30,4,30,1
152,5,93,10,3,1,50,50,4,50,1
152,5,94,1,1,2,70,70,4,70,1
152,5,95,14,3,5,50,50,4,50,1
152,5,96,7,2,3,50,50,4,50,1
152,5,97,22,5,4,70,70,4,70,1
152,5,98,12,3,3,50,50,4,50,1
152,5,99,8,2,4,40,40,4,40,1
152,5,100,19,4,5,70,10,4,10,1
152,5,101,3,1,4,30,30,4,30,1
152,5,102,23,5,5,90,90,4,90,1
152,5,103,16,4,2,40,70,4,70,1
152,5,104,13,3,4,50,50,4,50,1
152,5,105,5,2,1,70,70,4,70,1
152,5,106,18,4,4,60,60,4,60,1
152,5,107,20,5,2,30,30,4,30,1
152,5,108,4,1,5,10,70,4,70,1
152,5,109,6,2,2,60,60,4,60,1
152,5,110,15,4,1,30,30,4,30,1
152,5,111,17,4,3,50,50,4,50,1
152,5,112,21,5,3,50,50,4,50,1
152,5,113,9,2,5,30,30,4,30,1
152,5,114,2,1,3,50,50,4,50,1
152,5,115,11,3,2,50,50,4,50,1
152,6,116,10,3,1,50,50,4,50,1
152,6,117,22,5,4,70,70,4,70,1
152,6,118,6,2,2,60,60,4,60,1
152,6,119,8,2,4,40,60,4,60,1
152,6,120,23,5,5,90,90,4,90,1
152,6,121,5,2,1,70,70,4,70,1
152,6,122,7,2,3,50,50,4,50,1
152,6,123,12,3,3,50,50,4,50,1
152,6,124,14,3,5,50,50,4,50,1
152,6,125,20,5,2,30,30,4,30,1
152,6,126,4,1,5,10,10,4,10,1
152,6,127,2,1,3,50,50,4,50,1
152,6,128,9,2,5,30,30,4,30,1
152,6,129,19,4,5,70,70,4,70,1
152,6,130,18,4,4,60,60,4,60,1
152,6,131,11,3,2,50,50,4,50,1
152,6,132,17,4,3,50,50,4,50,1
152,6,133,13,3,4,50,50,4,50,1
152,6,134,1,1,2,70,70,4,70,1
152,6,135,21,5,3,50,50,4,50,1
152,6,136,3,1,4,30,30,4,30,1
152,6,137,16,4,2,40,40,4,40,1
152,6,138,15,4,1,30,30,4,30,1
152,7,139,7,2,3,50,50,4,50,1
152,7,140,12,3,3,50,50,4,50,1
152,7,141,10,3,1,50,50,4,50,1
152,7,142,2,1,3,50,50,4,50,1
152,7,143,9,2,5,30,30,4,30,1
152,7,144,14,3,5,50,50,4,50,1
152,7,145,19,4,5,70,70,4,70,1
152,7,146,15,4,1,30,30,4,30,1
152,7,147,20,5,2,30,30,4,30,1
152,7,148,16,4,2,40,40,4,40,1
152,7,149,6,2,2,60,40,4,40,1
152,7,150,17,4,3,50,50,4,50,1
152,7,151,13,3,4,50,50,4,50,1
152,7,152,11,3,2,50,50,4,50,1
152,7,153,21,5,3,50,50,4,50,1
152,7,154,1,1,2,70,70,4,70,1
152,7,155,18,4,4,60,60,4,60,1
152,7,156,4,1,5,10,10,4,10,1
152,7,157,22,5,4,70,70,4,70,1
152,7,158,3,1,4,30,70,4,70,1
152,7,159,5,2,1,70,70,4,70,1
152,7,160,8,2,4,40,40,4,40,1
152,7,161,23,5,5,90,90,4,90,1
152,8,162,21,5,3,50,50,4,50,1
152,8,163,8,2,4,40,40,4,40,1
152,8,164,16,4,2,40,40,4,40,1
152,8,165,3,1,4,30,30,4,30,1
152,8,166,5,2,1,70,70,4,70,1
152,8,167,22,5,4,70,70,4,70,1
152,8,168,17,4,3,50,50,4,50,1
152,8,169,10,3,1,50,50,4,50,1
152,8,170,12,3,3,50,50,4,50,1
152,8,171,4,1,5,10,10,4,10,1
152,8,172,23,5,5,90,90,4,90,1
152,8,173,2,1,3,50,50,4,50,1
152,8,174,14,3,5,50,50,4,50,1
152,8,175,6,2,2,60,60,4,60,1
152,8,176,7,2,3,50,50,4,50,1
152,8,177,9,2,5,30,30,4,30,1
152,8,178,18,4,4,60,60,4,60,1
152,8,179,19,4,5,70,70,4,70,1
152,8,180,1,1,2,70,70,4,70,1
152,8,181,13,3,4,50,50,4,50,1
152,8,182,11,3,2,50,50,4,50,1
152,8,183,15,4,1,30,30,4,30,1
152,8,184,20,5,2,30,30,4,30,1
152,9,185,21,5,3,50,50,4,50,1
152,9,186,3,1,4,30,30,4,30,1
152,9,187,19,4,5,70,70,4,70,1
152,9,188,8,2,4,40,40,4,40,1
152,9,189,2,1,3,50,50,4,50,1
152,9,190,22,5,4,70,70,4,70,1
152,9,191,11,3,2,50,50,4,50,1
152,9,192,6,2,2,60,60,4,60,1
152,9,193,18,4,4,60,60,4,60,1
152,9,194,4,1,5,10,10,4,10,1
152,9,195,15,4,1,30,30,4,30,1
152,9,196,10,3,1,50,50,4,50,1
152,9,197,13,3,4,50,50,4,50,1
152,9,198,7,2,3,50,50,4,50,1
152,9,199,9,2,5,30,30,4,30,1
152,9,200,12,3,3,50,50,4,50,1
152,9,201,20,5,2,30,30,4,30,1
152,9,202,23,5,5,90,90,4,90,1
152,9,203,5,2,1,70,70,4,70,1
152,9,204,17,4,3,50,50,4,50,1
152,9,205,14,3,5,50,50,4,50,1
152,9,206,16,4,2,40,40,4,40,1
152,9,207,1,1,2,70,70,4,70,1
152,10,208,23,5,5,90,90,4,90,1
152,10,209,12,3,3,50,50,4,50,1
152,10,210,16,4,2,40,40,4,40,1
152,10,211,1,1,2,70,70,4,70,1
152,10,212,13,3,4,50,50,4,50,1
152,10,213,22,5,4,70,70,4,70,1
152,10,214,10,3,1,50,50,4,50,1
152,10,215,3,1,4,30,30,4,30,1
152,10,216,7,2,3,50,50,4,50,1
152,10,217,20,5,2,30,30,4,30,1
152,10,218,8,2,4,40,40,4,40,1
152,10,219,6,2,2,60,60,4,60,1
152,10,220,17,4,3,50,50,4,50,1
152,10,221,9,2,5,30,30,4,30,1
152,10,222,11,3,2,50,50,4,50,1
152,10,223,2,1,3,50,50,4,50,1
152,10,224,14,3,5,50,50,4,50,1
152,10,225,5,2,1,70,70,4,70,1
152,10,226,21,5,3,50,50,4,50,1
152,10,227,19,4,5,70,70,4,70,1
152,10,228,4,1,5,10,10,4,10,1
152,10,229,18,4,4,60,60,4,60,1
152,10,230,15,4,1,30,30,4,30,1
152,11,1,15,3,5,50,50,4,50,1
152,11,2,10,2,5,30,30,4,30,1
152,11,3,14,3,4,50,50,4,50,1
152,11,4,23,5,3,50,50,4,50,1
152,11,5,1,1,1,90,90,4,90,1
152,11,6,4,1,4,30,30,4,30,1
152,11,7,6,2,1,70,70,4,70,1
152,11,8,25,5,5,90,90,4,90,1
152,11,9,19,4,4,60,60,4,60,1
152,11,10,11,3,1,50,50,4,50,1
152,11,11,22,5,2,30,30,4,30,1
152,11,12,3,1,3,50,50,4,50,1
152,11,13,16,4,1,30,30,4,30,1
152,11,14,13,3,3,50,50,4,50,1
152,11,15,20,4,5,70,70,4,70,1
152,11,16,21,5,1,10,10,4,10,1
152,11,17,5,1,5,10,10,4,10,1
152,11,18,18,4,3,50,50,4,50,1
152,11,19,17,4,2,40,40,4,40,1
152,11,20,7,2,2,60,60,4,60,1
152,11,21,12,3,2,50,50,4,50,1
152,11,22,8,2,3,50,50,4,50,1
152,11,23,24,5,4,70,70,4,70,1
152,11,24,2,1,2,70,70,4,70,1
152,11,25,9,2,4,40,40,4,40,1
152,12,26,2,1,2,70,70,4,70,1
152,12,27,20,4,5,70,70,4,70,1
152,12,28,25,5,5,90,90,4,90,1
152,12,29,3,1,3,50,50,4,50,1
152,12,30,14,3,4,50,50,4,50,1
152,12,31,7,2,2,60,60,4,60,1
152,12,32,16,4,1,30,30,4,30,1
152,12,33,8,2,3,50,50,4,50,1
152,12,34,6,2,1,70,70,4,70,1
152,12,35,10,2,5,30,30,4,30,1
152,12,36,24,5,4,70,70,4,70,1
152,12,37,5,1,5,10,10,4,10,1
152,12,38,17,4,2,40,40,4,40,1
152,12,39,22,5,2,30,30,4,30,1
152,12,40,18,4,3,50,50,4,50,1
152,12,41,15,3,5,50,50,4,50,1
152,12,42,9,2,4,40,40,4,40,1
152,12,43,12,3,2,50,50,4,50,1
152,12,44,1,1,1,90,90,4,90,1
152,12,45,21,5,1,10,10,4,10,1
152,12,46,13,3,3,50,50,4,50,1
152,12,47,11,3,1,50,50,4,50,1
152,12,48,19,4,4,60,60,4,60,1
152,12,49,4,1,4,30,30,4,30,1
152,12,50,23,5,3,50,50,4,50,1
153,1,1,17,A lot,Average,Somewhat high,70,1,High,1
153,1,2,12,Average,Average,Normal,50,1,Normal,1
153,1,3,1,Very little,Very little,Normal,10,1,Extremely low,1
153,1,4,11,Average,A little,Somewhat high,60,1,Somewhat high,1
153,1,5,6,A little,A little,Normal,30,1,Low,1
153,1,6,21,Very much,Average,High,50,1,Normal,1
153,1,7,18,A lot,A lot,Normal,60,1,Somewhat high,1
153,1,8,13,Average,A lot,Somewhat low,40,1,Somewhat low,1
153,1,9,22,Very much,A lot,Somewhat high,70,1,High,1
153,1,10,5,A little,Very little,Somewhat high,30,1,Low,1
153,1,11,2,Very little,A little,Somewhat low,60,1,Somewhat high,1
153,1,12,15,A lot,Very little,Very high,60,1,Somewhat high,1
153,1,13,3,Very little,Average,Low,50,1,Normal,1
153,1,14,7,A little,Average,Somewhat low,40,1,Somewhat low,1
153,1,15,19,A lot,Very much,Somewhat low,90,1,Extremely high,1
153,1,16,4,Very little,A lot,Very low,20,1,Very low,1
153,1,17,20,Very much,A little,Very high,30,1,Low,1
153,1,18,10,Average,Very little,High,40,1,Somewhat low,1
